order_id,customer_id,product_id,quantity,order_date,total_amount
114,194,284,4,2023-04-14,263.56
115,178,391,2,2023-05-09,3805.78
116,237,291,1,2023-03-27,465.63
117,1235,257,1,2023-05-26,64.77
118,353,277,5,2023-09-09,3300.25
119,691,488,1,2024-04-07,33.42
120,29,1,3,2023-10-24,44.22
121,1324,498,1,2023-03-03,35.88
122,535,140,2,2024-01-25,3310.70
123,316,432,2,2023-10-16,149.44
124,32,83,2,2023-03-13,299.64
125,232,46,1,2023-05-06,63.49
126,101,372,2,2023-10-14,274.36
127,450,108,2,2023-11-22,1588.80
128,1478,485,1,2023-09-25,268.75
129,1867,363,1,2023-09-09,42.37
130,1371,165,1,2024-04-15,3.46
131,1027,169,1,2023-05-17,44.73
132,1286,473,1,2024-05-02,578.10
133,4,462,1,2023-06-27,18.18
134,418,285,3,2024-05-15,410.67
135,1921,202,2,2023-03-21,31.50
136,699,16,3,2024-03-31,309.60
137,1419,64,1,2024-01-21,67.65
138,1036,184,1,2023-01-09,789.88
139,90,237,1,2023-07-17,39.32
140,470,5,1,2023-01-21,145.15
141,1898,144,2,2024-01-02,53.32
142,137,47,3,2023-11-07,993.63
143,1676,114,1,2024-05-20,11.16
144,336,19,1,2023-08-03,39.95
145,6,101,5,2024-02-10,487.00
146,79,446,1,2024-05-27,55.40
147,554,88,2,2023-06-29,3924.30
148,47,302,1,2023-03-08,31.69
149,92,133,4,2023-08-22,102.72
150,615,374,3,2023-07-16,143.67
151,1452,12,5,2023-09-16,433.15
152,1470,287,3,2023-01-03,151.35
153,442,329,2,2023-02-23,229.80
154,269,222,3,2024-02-21,13.02
155,197,63,2,2024-04-22,147.58
156,557,186,2,2023-02-14,56.80
157,1693,115,1,2024-03-06,41.85
158,662,230,1,2024-02-06,10.03
159,139,172,1,2023-01-26,190.89
160,1785,116,5,2024-03-09,515.20
161,53,470,1,2023-06-18,265.53
162,279,160,1,2023-04-10,76.68
163,19,246,1,2023-01-25,205.43
164,987,409,2,2023-12-09,126.58
165,180,127,1,2023-09-02,1068.95
166,298,427,1,2023-12-08,66.70
167,599,407,1,2023-03-16,21.47
168,1992,308,2,2023-04-08,775.08
169,1176,229,2,2023-03-29,259.08
170,44,470,1,2023-11-17,265.53
171,1539,34,3,2023-03-05,1305.54
172,465,29,1,2024-03-18,81.27
173,47,53,2,2023-02-23,2426.96
174,223,436,1,2023-04-09,35.70
175,1134,386,1,2023-01-11,204.98
176,486,197,1,2024-03-14,219.50
177,1148,318,1,2023-01-27,175.44
178,487,265,1,2023-07-17,44.17
179,77,53,1,2023-03-11,1213.48
180,988,405,3,2023-05-10,1755.15
181,1243,261,1,2024-03-07,20.90
182,533,372,2,2023-07-10,274.36
183,175,71,3,2023-03-03,509.82
184,92,160,2,2024-01-02,153.36
185,249,299,3,2023-05-30,960.48
186,105,241,1,2023-12-18,40.28
187,218,189,5,2023-05-29,430.80
188,41,122,2,2023-02-25,593.30
189,432,177,1,2023-07-25,103.25
190,1258,466,1,2023-03-12,165.11
191,300,97,2,2024-04-23,107.14
192,1028,355,1,2023-12-10,144.84
193,1126,154,1,2023-06-16,185.85
194,75,233,3,2023-02-13,696.30
195,558,113,4,2023-08-17,214.64
196,1537,118,1,2023-08-07,7.38
197,172,247,2,2023-12-06,947.04
198,1799,193,1,2023-07-08,404.02
199,5,186,1,2024-01-02,28.40
200,21,285,1,2023-10-25,136.89
201,463,100,2,2024-01-04,279.84
202,31,500,1,2023-07-22,34.20
203,208,90,1,2023-09-26,167.86
204,1682,90,1,2023-09-09,167.86
205,128,101,1,2023-09-26,97.40
206,73,11,3,2023-05-21,62.19
207,361,336,3,2023-04-24,349.86
208,294,480,1,2024-04-12,42.62
209,173,190,3,2023-06-25,1403.52
210,635,410,5,2024-03-20,81.90
211,1638,34,1,2023-05-14,435.18
212,136,99,2,2024-01-19,818.72
213,261,307,1,2023-09-08,27.87
214,33,391,2,2023-07-13,3805.78
215,682,151,3,2023-12-02,109.32
216,179,28,2,2023-10-14,548.58
217,92,436,2,2024-05-15,71.40
218,150,373,1,2024-04-26,127.12
219,1378,315,1,2024-02-02,27.91
220,1859,452,2,2024-01-19,66.28
221,562,266,1,2023-11-26,186.86
222,1646,192,2,2024-05-09,454.94
223,1664,490,1,2023-10-02,72.73
224,927,206,2,2023-02-07,640.66
225,148,113,3,2024-04-07,160.98
226,169,203,1,2024-03-11,23.90
227,359,293,1,2024-01-19,75.63
228,183,282,1,2023-03-28,11.92
229,224,228,2,2023-08-24,81.64
230,942,22,1,2023-12-11,39.28
231,440,231,1,2024-02-23,30.07
232,344,412,1,2023-10-07,94.91
233,367,13,1,2023-08-28,11.07
234,192,331,1,2023-03-26,26.77
235,223,432,2,2023-03-22,149.44
236,198,475,1,2023-05-02,73.33
237,51,185,1,2023-07-25,63.21
238,286,101,2,2023-09-14,194.80
239,234,382,3,2023-10-09,707.82
240,136,362,2,2023-05-22,3696.86
241,1865,367,2,2023-09-25,284.14
242,6,395,1,2023-12-21,1483.90
243,402,485,1,2023-01-13,268.75
244,518,335,2,2023-06-02,51.86
245,391,117,1,2023-08-03,176.77
246,522,120,2,2024-04-24,135.48
247,1699,417,1,2023-03-29,510.50
248,252,434,1,2024-03-03,16.76
249,150,225,1,2023-01-31,30.77
250,356,72,2,2023-05-12,47.50
251,238,483,2,2024-05-26,31.48
252,1354,428,1,2023-08-19,35.14
253,428,218,2,2024-02-18,233.26
254,1923,399,2,2023-11-03,2122.94
255,274,301,1,2023-02-02,138.15
256,100,79,5,2023-12-05,108.25
257,859,323,3,2024-02-05,2185.38
258,365,105,4,2023-03-07,2214.44
259,675,198,1,2023-04-22,85.70
260,278,292,4,2023-11-08,652.76
261,68,88,1,2023-07-01,1962.15
262,23,424,2,2024-05-15,64.26
263,19,96,1,2024-01-31,203.24
264,207,106,1,2023-03-13,31.17
265,488,30,1,2023-01-12,254.74
266,123,168,3,2024-02-25,896.97
267,381,81,5,2023-05-13,769.35
268,686,215,1,2023-03-12,71.07
269,378,490,4,2023-07-31,290.92
270,94,446,1,2024-03-18,55.40
271,1630,341,1,2023-11-14,156.24
272,959,104,2,2024-04-14,89.74
273,198,104,1,2023-05-27,44.87
274,473,33,3,2023-09-10,10.02
275,629,169,4,2024-05-17,178.92
276,499,237,2,2023-04-04,78.64
277,213,331,3,2024-04-12,80.31
278,309,359,3,2023-11-01,313.98
279,381,314,3,2023-06-29,474.81
280,420,128,1,2024-03-18,1326.36
281,496,197,4,2023-07-07,878.00
282,1568,292,1,2023-02-14,163.19
283,172,454,3,2023-10-08,62.64
284,1192,276,1,2023-03-10,6.24
285,1564,372,2,2023-08-11,274.36
286,553,211,5,2023-05-05,984.75
287,345,40,3,2024-05-31,646.98
288,1945,400,1,2024-04-06,805.43
289,117,130,1,2023-02-15,44.02
290,502,14,1,2024-04-17,20.76
291,365,176,2,2023-07-19,207.08
292,389,20,1,2023-04-28,84.26
293,1627,470,1,2024-04-20,265.53
294,538,237,1,2023-09-06,39.32
295,1652,487,1,2024-04-27,798.02
296,200,431,1,2023-01-19,304.15
297,1065,52,1,2023-05-08,9.64
298,677,380,1,2023-03-21,63.58
299,1414,391,1,2023-10-07,1902.89
300,110,226,1,2023-08-10,109.46
301,1656,18,3,2023-08-10,77.70
302,466,357,1,2023-04-16,6.81
303,380,354,1,2023-02-23,238.86
304,1020,3,1,2024-01-22,80.55
305,1948,104,4,2024-01-19,179.48
306,172,103,1,2024-03-07,40.61
307,19,8,1,2023-07-16,56.93
308,1465,343,1,2023-04-09,138.01
309,1381,86,2,2023-02-15,2119.76
310,421,263,1,2023-12-01,1183.10
311,268,288,2,2023-08-01,270.02
312,714,203,4,2023-05-04,95.60
313,167,110,1,2023-11-28,160.98
314,124,8,1,2023-11-20,56.93
315,9,200,1,2023-08-14,373.64
316,47,337,3,2024-01-13,43.17
317,31,35,3,2024-02-25,343.44
318,233,393,2,2023-04-15,809.42
319,1646,275,3,2023-06-25,2092.32
320,181,492,1,2023-11-29,127.14
321,1208,357,1,2023-05-17,6.81
322,283,90,2,2023-11-22,335.72
323,1392,247,1,2023-01-19,473.52
324,1078,467,2,2024-01-27,157.78
325,584,328,2,2024-05-30,20.40
326,959,361,5,2023-08-27,3714.60
327,15,316,3,2023-05-08,54.45
328,244,122,2,2023-09-07,593.30
329,1146,41,1,2024-01-19,52.93
330,563,152,1,2024-01-20,116.67
331,146,329,1,2024-03-30,114.90
332,1794,450,1,2023-10-12,1387.38
333,260,330,3,2023-02-10,40.32
334,601,406,5,2023-10-23,378.25
335,1856,13,1,2023-12-06,11.07
336,302,125,1,2023-02-25,264.26
337,1385,128,3,2023-08-16,3979.08
338,1074,447,1,2023-11-26,327.50
339,132,227,2,2023-03-08,91.44
340,550,36,4,2023-02-23,456.24
341,1224,73,4,2023-05-09,720.16
342,67,89,2,2023-07-29,264.42
343,170,260,1,2024-04-23,133.26
344,249,85,2,2023-09-08,293.78
345,436,91,2,2023-11-07,119.74
346,209,296,1,2023-07-26,29.42
347,196,442,3,2023-03-23,78.45
348,331,204,1,2024-04-27,49.03
349,464,217,2,2024-03-19,133.42
350,1907,80,3,2024-05-08,5110.68
351,14,391,1,2023-03-27,1902.89
352,1901,465,4,2023-06-06,335.20
353,776,373,1,2024-01-25,127.12
354,505,157,1,2024-01-20,69.44
355,825,311,1,2023-12-08,108.35
356,99,367,1,2023-06-08,142.07
357,136,3,1,2024-05-27,80.55
358,1744,372,1,2024-02-19,137.18
359,421,482,1,2024-01-18,12.71
360,369,251,1,2023-03-14,101.98
361,411,454,1,2023-05-08,20.88
362,371,478,2,2023-07-18,232.54
363,1924,224,4,2023-12-23,115.12
364,581,364,1,2024-01-13,1384.41
365,1557,30,2,2024-03-10,509.48
366,1773,127,1,2023-02-05,1068.95
367,333,324,2,2023-01-29,280.18
368,1562,341,2,2023-09-25,312.48
369,1058,234,4,2023-05-31,308.20
370,183,127,2,2023-06-15,2137.90
371,9,60,3,2024-01-29,248.10
372,392,362,2,2023-03-24,3696.86
373,597,466,1,2024-03-09,165.11
374,118,425,1,2023-11-06,108.72
375,566,496,2,2024-01-27,214.70
376,953,158,2,2023-04-02,383.98
377,78,326,2,2023-12-19,102.56
378,102,138,2,2024-02-12,126.66
379,1571,158,1,2023-06-22,191.99
380,550,1,1,2024-03-03,14.74
381,625,214,2,2024-03-17,2938.32
382,122,91,1,2023-05-18,59.87
383,141,250,1,2023-04-23,28.66
384,482,291,3,2023-07-10,1396.89
385,143,31,2,2023-07-16,533.34
386,187,462,3,2024-03-27,54.54
387,1185,468,2,2023-06-20,217.22
388,57,151,1,2023-05-08,36.44
389,199,33,1,2023-08-29,3.34
390,528,249,2,2023-04-14,412.88
391,7,32,1,2023-01-08,194.75
392,1387,299,3,2023-02-12,960.48
393,70,109,2,2023-01-08,390.02
394,357,309,2,2023-09-30,577.76
395,540,243,3,2024-03-15,137.04
396,290,190,2,2023-12-18,935.68
397,256,419,1,2024-01-05,143.01
398,1385,205,1,2023-02-28,68.95
399,325,448,1,2023-04-13,239.16
400,3,234,3,2024-02-16,231.15
401,1715,428,3,2023-05-23,105.42
402,18,309,1,2023-10-14,288.88
403,1573,385,3,2024-01-13,394.35
404,484,317,2,2024-05-01,108.54
405,591,212,2,2023-01-04,1209.24
406,1247,491,4,2023-11-26,195.04
407,12,325,1,2023-02-16,465.75
408,1775,167,2,2023-08-28,115.36
409,1065,249,1,2023-03-25,206.44
410,311,220,4,2024-05-02,162.28
411,1352,439,2,2023-04-13,182.28
412,1765,198,1,2023-07-19,85.70
413,1643,74,3,2024-05-31,123.57
414,23,66,1,2023-03-31,21.02
415,233,427,2,2024-04-23,133.40
416,120,459,1,2023-04-29,97.11
417,535,340,2,2023-09-07,46.20
418,152,88,3,2023-04-02,5886.45
419,75,223,5,2023-01-30,435.50
420,114,476,4,2024-01-28,4260.52
421,1944,144,1,2023-09-21,26.66
422,1390,244,4,2023-05-07,311.52
423,1388,70,4,2024-05-18,679.92
424,66,408,2,2023-08-18,327.26
425,900,393,4,2023-03-08,1618.84
426,1277,176,1,2024-01-26,103.54
427,1329,329,3,2024-03-23,344.70
428,168,115,1,2023-10-25,41.85
429,64,58,1,2023-07-12,171.76
430,1826,483,1,2024-01-12,15.74
431,92,437,1,2024-01-25,1164.17
432,905,378,1,2023-03-05,113.60
433,974,275,1,2024-02-02,697.44
434,435,164,3,2023-05-10,653.88
435,599,340,2,2023-08-16,46.20
436,76,203,1,2024-04-16,23.90
437,257,75,3,2023-10-31,114.63
438,157,256,2,2023-05-31,1106.24
439,1037,146,1,2023-02-05,12.15
440,1023,164,1,2023-05-07,217.96
441,196,435,2,2024-05-04,151.80
442,1208,425,1,2023-10-26,108.72
443,1599,495,1,2023-12-08,28.06
444,109,424,2,2023-08-19,64.26
445,1580,377,1,2023-07-03,74.20
446,544,373,1,2023-06-13,127.12
447,15,281,1,2024-03-08,70.93
448,1452,243,5,2024-02-05,228.40
449,381,37,2,2023-10-17,2895.78
450,204,357,4,2024-02-08,27.24
451,70,68,1,2023-02-25,127.30
452,1629,156,1,2023-06-17,45.44
453,906,71,1,2024-05-09,169.94
454,218,460,1,2023-08-12,1968.06
455,1844,101,2,2023-01-10,194.80
456,335,372,3,2023-04-15,411.54
457,1455,403,5,2023-06-01,1382.60
458,358,487,5,2023-06-22,3990.10
459,40,50,1,2024-04-30,48.13
460,128,484,1,2023-12-13,81.00
461,991,223,4,2024-02-18,348.40
462,177,18,1,2024-02-11,25.90
463,545,155,2,2023-06-26,941.10
464,1321,382,1,2023-04-02,235.94
465,505,443,3,2024-01-27,433.89
466,198,324,2,2024-01-12,280.18
467,8,62,1,2023-05-05,17.00
468,546,329,2,2023-08-19,229.80
469,16,301,2,2024-05-06,276.30
470,197,356,2,2023-07-05,1615.72
471,369,248,5,2024-03-20,1497.05
472,229,293,1,2023-11-30,75.63
473,46,366,4,2023-07-09,765.92
474,404,417,2,2024-02-08,1021.00
475,793,419,2,2024-05-15,286.02
476,46,266,3,2023-05-08,560.58
477,1871,386,1,2023-05-01,204.98
478,129,442,2,2023-07-04,52.30
479,5,285,1,2023-11-18,136.89
480,88,21,1,2023-07-31,88.92
481,1321,83,1,2023-09-20,149.82
482,1869,18,1,2023-05-08,25.90
483,575,153,1,2023-06-25,19.36
484,434,484,2,2023-09-12,162.00
485,232,24,4,2023-10-28,5417.72
486,1355,274,1,2024-05-17,113.29
487,1550,161,2,2023-12-27,139.50
488,1063,276,2,2023-04-12,12.48
489,1373,420,1,2023-02-07,650.78
490,135,73,1,2023-08-09,180.04
491,97,309,2,2024-01-03,577.76
492,199,66,2,2024-03-08,42.04
493,53,282,1,2024-01-26,11.92
494,1304,463,1,2024-04-12,215.85
495,60,484,1,2024-03-11,81.00
496,1545,74,2,2023-03-14,82.38
497,1201,376,1,2023-07-17,23.21
498,1656,191,2,2023-06-17,731.98
499,428,421,1,2024-03-20,193.08
500,361,14,4,2023-09-11,83.04
501,55,139,1,2023-04-23,808.75
502,1487,281,1,2023-12-04,70.93
503,1255,46,1,2023-12-08,63.49
504,196,75,3,2023-08-20,114.63
505,197,6,1,2023-08-16,446.02
506,361,488,1,2023-05-07,33.42
507,125,270,2,2023-11-10,149.30
508,967,421,3,2023-04-08,579.24
509,645,179,2,2023-10-16,40.58
510,769,139,2,2023-02-19,1617.50
511,122,163,4,2024-02-03,528.92
512,129,177,3,2024-02-17,309.75
513,526,304,1,2023-01-10,79.89
514,1502,263,2,2023-05-10,2366.20
515,102,194,2,2023-10-01,132.80
516,37,471,2,2024-01-15,135.10
517,1617,399,1,2024-03-04,1061.47
518,1614,235,1,2023-12-29,11.86
519,512,258,1,2024-03-14,8.74
520,600,483,2,2023-08-23,31.48
521,238,326,3,2023-11-09,153.84
522,406,395,1,2023-04-03,1483.90
523,1227,41,1,2023-09-03,52.93
524,68,85,2,2023-03-28,293.78
525,1819,147,2,2024-05-19,216.00
526,8,493,4,2023-05-20,1512.32
527,531,255,2,2023-05-08,276.42
528,404,8,2,2023-01-08,113.86
529,1655,218,2,2023-12-20,233.26
530,176,379,2,2023-02-13,147.52
531,1068,230,4,2023-08-19,40.12
532,125,39,1,2023-05-17,30.43
533,589,181,4,2024-03-08,86.00
534,557,195,1,2023-04-26,27.09
535,293,468,2,2023-05-01,217.22
536,216,154,1,2023-09-29,185.85
537,153,2,2,2024-02-08,75.78
538,156,473,1,2023-02-06,578.10
539,504,457,2,2024-05-14,230.96
540,41,183,1,2024-04-16,17.84
541,277,153,1,2023-01-06,19.36
542,314,456,2,2024-02-16,253.18
543,321,5,1,2024-05-18,145.15
544,140,44,2,2023-06-07,1495.04
545,415,64,4,2023-01-08,270.60
546,111,394,2,2023-08-20,712.72
547,516,203,1,2024-01-09,23.90
548,443,457,1,2023-10-03,115.48
549,78,225,2,2024-03-25,61.54
550,115,72,1,2024-03-20,23.75
551,5,184,3,2023-07-23,2369.64
552,79,98,1,2023-05-17,73.14
553,386,216,2,2023-02-02,53.60
554,114,342,1,2024-05-05,83.05
555,1386,137,1,2024-05-15,25.01
556,758,254,3,2023-05-11,346.83
557,273,385,3,2024-02-14,394.35
558,569,372,4,2024-02-03,548.72
559,95,57,4,2023-01-22,187.68
560,91,80,1,2023-01-14,1703.56
561,1949,351,1,2023-12-17,32.28
562,445,500,2,2023-01-09,68.40
563,454,246,1,2024-05-12,205.43
564,59,390,1,2023-06-06,216.12
565,1738,262,1,2023-10-15,85.20
566,1947,59,3,2023-09-11,99.90
567,1392,421,1,2024-04-30,193.08
568,1613,401,3,2024-05-29,1853.40
569,1096,93,1,2023-06-02,214.80
570,165,62,1,2023-02-09,17.00
571,197,99,4,2024-03-12,1637.44
572,13,316,1,2023-02-22,18.15
573,364,209,2,2023-08-25,38.46
574,159,173,1,2023-03-04,185.23
575,581,219,2,2023-11-08,258.70
576,79,138,1,2023-12-26,63.33
577,1640,215,1,2023-02-18,71.07
578,130,21,1,2023-11-26,88.92
579,152,147,1,2023-04-14,108.00
580,449,95,1,2024-05-18,105.35
581,337,172,1,2023-04-10,190.89
582,1404,7,2,2023-05-14,1462.80
583,283,185,2,2024-01-06,126.42
584,1817,399,2,2024-01-16,2122.94
585,172,333,1,2024-01-29,20.08
586,63,455,1,2023-05-04,24.74
587,29,301,4,2023-07-15,552.60
588,138,361,1,2023-04-12,742.92
589,53,483,2,2023-12-18,31.48
590,233,372,1,2023-07-26,137.18
591,669,370,1,2023-05-11,44.02
592,137,215,2,2023-09-16,142.14
593,1903,437,3,2023-12-22,3492.51
594,341,230,2,2023-05-01,20.06
595,457,35,1,2024-05-30,114.48
596,16,86,2,2023-05-13,2119.76
597,216,24,4,2023-03-04,5417.72
598,1542,98,2,2024-02-12,146.28
599,556,351,2,2023-03-18,64.56
600,118,225,3,2024-01-29,92.31
601,828,400,1,2023-10-06,805.43
602,147,95,1,2023-08-12,105.35
603,985,357,1,2024-04-11,6.81
604,573,363,2,2023-09-23,84.74
605,236,437,1,2023-10-02,1164.17
606,773,61,1,2023-02-16,190.79
607,669,122,1,2023-06-01,296.65
608,199,475,1,2023-02-22,73.33
609,1269,128,5,2023-08-04,6631.80
610,676,60,1,2023-12-22,82.70
611,1215,310,5,2023-11-29,555.70
612,60,485,2,2023-09-28,537.50
613,1697,69,1,2023-10-29,48.97
614,272,30,2,2023-01-11,509.48
615,323,113,2,2023-10-14,107.32
616,126,132,5,2023-04-19,1144.70
617,1700,382,2,2023-09-21,471.88
618,1182,325,2,2023-07-31,931.50
619,466,113,1,2023-07-28,53.66
620,929,323,3,2024-02-09,2185.38
621,111,229,1,2024-03-20,129.54
622,345,76,4,2023-04-06,114.16
623,558,93,1,2023-06-30,214.80
624,135,292,1,2023-07-04,163.19
625,1292,145,1,2023-06-16,40.73
626,127,419,1,2023-07-12,143.01
627,50,74,1,2023-09-09,41.19
628,489,466,2,2024-02-17,330.22
629,72,371,2,2023-01-13,270.74
630,1047,52,1,2023-01-22,9.64
631,79,424,1,2023-02-14,32.13
632,96,128,3,2023-10-02,3979.08
633,102,481,2,2023-01-14,384.58
634,7,491,3,2023-12-13,146.28
635,1617,44,1,2024-05-06,747.52
636,1904,289,3,2023-06-17,175.89
637,241,170,1,2023-09-07,373.81
638,40,279,2,2023-05-07,74.96
639,15,423,1,2023-10-31,11.25
640,74,262,3,2024-03-01,255.60
641,102,1,4,2023-01-25,58.96
642,163,219,1,2023-12-28,129.35
643,1336,147,1,2024-01-29,108.00
644,1502,453,2,2023-04-26,1285.74
645,551,87,5,2023-08-18,248.10
646,73,490,4,2024-01-01,290.92
647,54,316,1,2024-01-05,18.15
648,61,459,1,2023-06-04,97.11
649,127,220,2,2023-07-05,81.14
650,1462,218,1,2023-11-05,116.63
651,1173,419,1,2023-04-17,143.01
652,195,470,1,2024-01-13,265.53
653,192,416,4,2023-03-20,2602.88
654,2,442,4,2023-06-02,104.60
655,1339,76,1,2024-02-04,28.54
656,475,370,3,2024-05-04,132.06
657,48,58,2,2023-10-13,343.52
658,103,47,1,2023-05-11,331.21
659,130,393,1,2023-11-23,404.71
660,555,218,1,2024-02-28,116.63
661,1038,407,2,2023-05-22,42.94
662,1330,472,1,2024-03-04,12.64
663,753,255,2,2024-05-19,276.42
664,663,275,3,2024-01-29,2092.32
665,60,298,2,2023-08-13,23.80
666,1593,45,1,2023-01-03,160.58
667,145,436,1,2024-04-30,35.70
668,97,472,1,2023-12-24,12.64
669,333,435,3,2023-05-23,227.70
670,223,236,1,2024-03-07,21.55
671,175,108,3,2023-02-27,2383.20
672,1838,71,1,2023-05-27,169.94
673,359,376,1,2024-03-10,23.21
674,350,28,2,2023-03-17,548.58
675,526,429,2,2023-06-11,105.56
676,21,76,1,2023-03-22,28.54
677,177,40,1,2024-03-02,215.66
678,107,392,1,2023-05-24,51.75
679,1842,271,2,2023-11-03,221.72
680,515,211,2,2024-03-30,393.90
681,1281,356,1,2023-04-24,807.86
682,111,31,3,2023-02-02,800.01
683,1050,385,1,2023-06-14,131.45
684,8,203,3,2024-04-10,71.70
685,782,365,3,2024-05-28,896.52
686,239,364,1,2023-06-10,1384.41
687,196,499,1,2024-01-22,243.75
688,91,381,1,2023-02-27,51.08
689,157,201,1,2023-03-21,114.49
690,1533,240,1,2024-02-19,22.41
691,364,85,1,2024-01-16,146.89
692,1287,218,1,2023-04-22,116.63
693,75,40,1,2023-12-10,215.66
694,19,123,1,2023-04-20,90.84
695,47,109,2,2023-11-13,390.02
696,134,283,1,2023-02-03,144.45
697,173,138,1,2023-02-15,63.33
698,835,405,1,2023-02-19,585.05
699,254,48,4,2023-01-09,1419.32
700,326,385,1,2024-02-12,131.45
701,565,100,1,2024-02-05,139.92
702,1717,183,5,2023-04-10,89.20
703,283,209,3,2024-05-30,57.69
704,73,258,3,2023-06-03,26.22
705,17,301,3,2024-05-03,414.45
706,954,445,3,2023-10-25,488.76
707,115,78,2,2023-03-22,70.88
708,1180,48,4,2023-08-26,1419.32
709,154,414,2,2023-05-25,99.16
710,1959,368,1,2024-05-28,54.00
711,593,374,2,2023-12-16,95.78
712,476,403,1,2023-10-25,276.52
713,332,320,3,2024-03-17,1210.23
714,28,457,2,2024-02-01,230.96
715,172,107,5,2023-03-18,9485.75
716,109,291,2,2024-05-24,931.26
717,71,413,1,2023-11-13,62.05
718,744,445,4,2023-03-31,651.68
719,563,49,1,2023-06-23,65.77
